stock_code,description,revenue,quantity,orders,customers
15058C,wet/rusty,0.0,-30,1,0
15059A,,0.0,-126,1,0
15060A,,0.0,-8,1,0
15060B,,0.0,-43,2,0
22588,,0.0,-41,1,0
90194,,0.0,-51,1,0
90203,,0.0,-32,2,0
10123C,,0.0,-128,2,0
10123G,,0.0,45,3,0
16156A,,0.0,-12,1,0
21011,,0.0,-20,1,0
21014,check,0.0,-90,1,0
21016,,0.0,-62,3,0
21017,,0.0,-168,2,0
22570,,0.0,15,4,0
22572,??,0.0,-335,1,0
22575,missing?,0.0,-130,1,0
22576,check,0.0,-30,1,0
22579,dotcom,0.0,-40,1,0
22579,,0.0,-3,3,0
22586,check,0.0,-30,1,0
20998,,0.0,-11,1,0
15056BL,,0.0,90,1,0
15056N,wedding co returns?,0.0,-700,1,0
16161M,,0.0,-327,2,0
16161N,,0.0,-23,1,0
16161P,,0.0,-220,2,0
16162L,,0.0,99,3,0
16162M,alan hodge cant mamage this section,0.0,30,1,0
16162M,,0.0,60,2,0
16168M,found,0.0,44,1,0
16168S,missing,0.0,-460,1,0
16020C,,0.0,-40,3,0
16065A,,0.0,-2,1,0
16151A,found,0.0,50,1,0
16151A,,0.0,-57,2,0
16155H,,0.0,-5,1,0
22567,,0.0,-14,1,0
22568,?? missing,0.0,-170,1,0
22568,,0.0,8,1,0
22569,?,0.0,-84,1,0
22570,?,0.0,-74,1,0
21008,,0.0,-19,1,0
21009,,0.0,-129,3,0
16156N,,0.0,-103,2,0
16156S,,0.0,-110,1,0
79413,,0.0,-3,2,0
79532,,0.0,96,1,0
79534,,0.0,1,1,0
22961,,0.0,-99,2,0
22962,Mailout,0.0,100,1,0
22962,,0.0,-100,1,0
82076,,0.0,-26,1,0
82081,,0.0,-4,1,0
82093,,0.0,-1,1,0
82095,,0.0,-5,1,0
82096,,0.0,-1,1,0
20680,,0.0,-26,1,0
20681,MIA,0.0,-154,1,0
20681,,0.0,-1,1,0
16161C,,0.0,-66,3,0
16161E,,0.0,-245,1,0
16169P,,0.0,-86,2,0
16200A,,0.0,-3,1,0
16201A,,0.0,-18,1,0
21021,,0.0,-10,1,0
21022,,0.0,-10,1,0
21023,,0.0,-10,1,0
21024,,0.0,-20,1,0
21027,,0.0,-96,4,0
16168S,,0.0,29,1,0
16169A,,0.0,-23,1,0
16169C,damages,0.0,-200,1,0
16169D,,0.0,-174,2,0
16169E,check,0.0,-313,1,0
16202B,,0.0,-69,3,0
16202C,,0.0,-33,2,0
16202E,,0.0,-34,2,0
16206B,,0.0,96,1,0
16207A,check,0.0,2,1,0
16207A,,0.0,131,3,0
16207B,,0.0,5,3,0
16222B,,0.0,-2,1,0
16243A,,0.0,-26,1,0
21010,,0.0,-58,2,0
16169F,,0.0,-196,1,0
16169G,,0.0,-75,1,0
16169H,,0.0,-64,1,0
16169K,,0.0,-25,1,0
16169N,,0.0,-42,1,0
16248B,,0.0,45,2,0
16249B,,0.0,-12,1,0
22548,adjustment,0.0,4,1,0
22548,,0.0,-70,1,0
21018,checked,0.0,176,1,0
21018,damaged,0.0,-63,1,0
21019,,0.0,-25,1,0
21020,,0.0,-33,1,0
21029,,0.0,2,1,0
22554,,0.0,-66,1,0
22558,non colour fast,0.0,-60,1,0
22558,,0.0,-12,3,0
16201B,,0.0,-12,1,0
16201C,,0.0,-23,1,0
16202A,,0.0,-99,1,0
17011A,,0.0,-61,1,0
17011B,,0.0,-37,2,0
17011C,,0.0,-47,1,0
22533,check,0.0,60,1,0
22533,,0.0,-80,1,0
16244A,,0.0,7,1,0
16244B,,0.0,-9,2,0
16245A,damaged,0.0,-1,1,0
16245A,,0.0,-14,1,0
16245B,,0.0,-2,1,0
16248A,,0.0,-3,1,0
17012B,check,0.0,-70,1,0
17012B,,0.0,-2,1,0
17012C,check,0.0,-22,1,0
17012E,,0.0,-10,1,0
17012F,check,0.0,14,1,0
17013A,,0.0,-45,1,0
17013B,,0.0,-45,1,0
17013C,missing,0.0,-800,1,0
16256B,,0.0,32,1,0
16256C,,0.0,-405,2,0
22963,Mailout,0.0,100,1,0
22963,,0.0,-98,2,0
22966,,0.0,-64,2,0
20849,,0.0,18,3,0
82482,,0.0,-53,1,0
82483,crushed,0.0,-13,1,0
82483,,0.0,6,2,0
82484,,0.0,-6,1,0
20854,,0.0,-82,2,0
79336,,0.0,7,4,0
79337,,0.0,-7,2,0
79338,,0.0,-37,1,0
79341,"Unsaleable, destroyed.",0.0,-905,1,0
79341,,0.0,-135,1,0
16258B,,0.0,-207,1,0
17007B,,0.0,-4,1,0
17010S,,0.0,-146,1,0
22520,,0.0,-101,1,0
22521,,0.0,-99,2,0
22522,check,0.0,-126,1,0
22523,?,0.0,-90,1,0
22524,,0.0,-62,2,0
22525,,0.0,-61,2,0
22528,,0.0,30,7,0
22534,,0.0,-190,1,0
17011D,,0.0,-5,2,0
17011E,,0.0,-39,1,0
17011F,,0.0,-18,1,0
17012A,,0.0,-26,2,0
17027A,MISSING,0.0,-370,1,0
17027A,,0.0,-8,1,0
17084A,,0.0,-32,1,0
17084F,,0.0,-50,1,0
22518,,0.0,-30,1,0
17013C,,0.0,-3,1,0
17013D,,0.0,-29,2,0
17013E,,0.0,-56,1,0
17013F,,0.0,-10,2,0
17014A,,0.0,2,4,0
17014B,,0.0,-48,1,0
17091A,,0.0,84,1,0
17091F,,0.0,-25,1,0
21033,,0.0,-393,5,0
21036,,0.0,-12,1,0
21038,,0.0,-26,2,0
21040,,0.0,-55,3,0
22501,mailout,0.0,100,1,0
17014C,,0.0,-96,1,0
17014D,,0.0,-4,1,0
17014E,,0.0,96,1,0
17014F,,0.0,-32,3,0
17108D,missing?,0.0,-716,1,0
17108D,,0.0,-3,1,0
17109A,,0.0,1,2,0
17109B,found,0.0,72,1,0
17109B,,0.0,-205,1,0
17109C,,0.0,-104,2,0
17109D,Adjustment,0.0,14,1,0
17109D,,0.0,-140,1,0
22519,,0.0,-19,1,0
17084G,,0.0,-95,1,0
79163,damaged,0.0,-1,1,0
79163,sold as set on dotcom,0.0,-24,1,0
79163,,0.0,1859,3,0
79164,damages/credits from ASOS.,0.0,-1512,1,0
82069,,0.0,-5,1,0
82072,,0.0,2,2,0
79320,,0.0,85,2,0
79321,,0.0,-51,11,0
79328,,0.0,-50,1,0
79329,,0.0,-28,2,0
79331,,0.0,30,2,0
79333,,0.0,-1,1,0
17084J,,0.0,-79,1,0
17090D,,0.0,-10,1,0
17091A,found,0.0,84,1,0
17136A,check,0.0,3,1,0
17164B,,0.0,1883,2,0
17164D,,0.0,770,2,0
21051,found,0.0,240,1,0
21051,,0.0,-27,2,0
21052,,0.0,-1,1,0
21053,,0.0,-6,1,0
22497,,0.0,-17,1,0
22501,reverse 21/5/10 adjustment,0.0,-100,1,0
22501,,0.0,144,5,0
22502,Donated to The Food Chain charity,0.0,-1,1,0
22502,mailout,0.0,100,1,0
22502,reverse 21/5/10 adjustment,0.0,-100,1,0
22502,,0.0,79,4,0
18094A,,0.0,-1,1,0
18094C,,0.0,-67,1,0
18096B,,0.0,-3,1,0
18096C,,0.0,-169,2,0
18097A,,0.0,-23,1,0
18097B,,0.0,1,3,0
17129C,wrong invc,0.0,70,1,0
17129C,,0.0,18,2,0
17129D,missing (wrongly coded?),0.0,-2127,1,0
17129D,,0.0,805,4,0
17129F,17129c,0.0,-72,1,0
17129F,,0.0,-120,1,0
35001B,,0.0,13,2,0
35001C,,0.0,-2,1,0
35001G,damages,0.0,-43,1,0
35001G,,0.0,-200,1,0
35001P,,0.0,3,1,0
35001W,broken,0.0,-12,1,0
35001W,damages,0.0,-39,1,0
22499,?,0.0,-106,1,0
22501,Found,0.0,24,1,0
22501,incorrectly put back into stock,0.0,-108,1,0
21033,taig adjust no stock,0.0,-24,1,0
17165B,,0.0,-244,3,0
17165D,,0.0,82,4,0
22480,,0.0,-24,1,0
22481,wet boxes,0.0,-288,1,0
22482,,0.0,-66,1,0
22487,damages,0.0,-16,1,0
22487,,0.0,2,1,0
21041,missing,0.0,-160,1,0
21041,,0.0,-21,1,0
21043,,0.0,-50,2,0
21047,,0.0,-1,1,0
21048,,0.0,-2,1,0
18098A,,0.0,-21,1,0
18098B,,0.0,-3,1,0
18098C,,0.0,-130,2,0
35085E,,0.0,-28,2,0
35096A,,0.0,54,1,0
35096B,,0.0,-66,1,0
35271S,,0.0,-17,3,0
35471A,,0.0,-78,2,0
35471B,,0.0,-23,1,0
35591G,,0.0,-9,1,0
35591T,,0.0,-28,2,0
35001W,,0.0,-36,1,0
35004B,?,0.0,-230,1,0
35004C,,0.0,-210,2,0
35004P,,0.0,-2,3,0
35004S,,0.0,-301,2,0
35598A,,0.0,8,1,0
35598C,found,0.0,3,1,0
35598C,,0.0,1,1,0
21067,,0.0,-34,5,0
22469,missing,0.0,-198,1,0
22469,,0.0,-3,5,0
22470,crushed,0.0,-4,1,0
22470,,0.0,-129,4,0
21051,?,0.0,-240,1,0
79000,wet/smashed/unsellable,0.0,-700,1,0
20855,,0.0,-84,2,0
20856,??,0.0,-140,1,0
20856,,0.0,-42,1,0
20850,,0.0,-3,1,0
20851,,0.0,-29,2,0
20852,Given away,0.0,-8800,1,0
20852,given away,0.0,-10000,4,0
79000,,0.0,461,3,0
79029,,0.0,-204,2,0
79067,,0.0,-150,2,0
79072,,0.0,-44,2,0
79140,gone,0.0,-8,1,0
79140,,0.0,-43,2,0
79142,,0.0,-30,1,0
35051B,,0.0,18,1,0
35603C,checked,0.0,-52,1,0
35604B,,0.0,-17,1,0
35605A,damages,0.0,-117,1,0
35607A,,0.0,-99,2,0
35607B,checked,0.0,-57,1,0
35607B,thrown away,0.0,-9,1,0
35607B,,0.0,-120,1,0
35608A,,0.0,-22,1,0
35608C,,0.0,-21,1,0
35592T,,0.0,4,1,0
35597A,,0.0,-14,1,0
35597D,,0.0,57,3,0
35610C,Thrown away.,0.0,-1121,1,0
35611B,damaged,0.0,-204,1,0
35611B,thrown away,0.0,-27,1,0
35630B,,0.0,-75,1,0
22459,,0.0,29,2,0
22461,,0.0,-68,2,0
22467,22719,0.0,2,1,0
22467,wrong code?,0.0,-100,1,0
22467,wrongly sold (22719) barcode,0.0,170,1,0
22467,,0.0,-1756,6,0
35600A,Found by jackie,0.0,1,1,0
35600D,damages,0.0,-36,1,0
35603B,,0.0,30,3,0
35631B,,0.0,-32,1,0
22915,sold as set on dotcom,0.0,-204,1,0
84454,missing,0.0,-330,1,0
84454,,0.0,-2,1,0
84455,,0.0,-31,1,0
84458,,0.0,-48,2,0
84461,,0.0,50,1,0
84648,,0.0,-1,1,0
84653,,0.0,-12,3,0
84656,,0.0,-2,2,0
22848,check,0.0,2,1,0
22848,,0.0,-16,1,0
22850,,0.0,0,2,0
84666,,0.0,-5,1,0
84670,missing,0.0,-3340,1,0
84670,,0.0,2809,4,0
35632A,,0.0,-34,1,0
35633B,,0.0,137,1,0
35638A,,0.0,-40,1,0
35751A,,0.0,152,1,0
35751C,,0.0,12,1,0
35809A,,0.0,-13,1,0
35809B,,0.0,-60,4,0
72821,,0.0,-4,2,0
75131,,0.0,-48,1,0
75132,,0.0,-3,1,0
79164,,0.0,38,4,0
79165,,0.0,1,1,0
79301,,0.0,-4,1,0
77081,,0.0,175,2,0
78026,,0.0,2,1,0
78027,,0.0,-10,2,0
78033,,0.0,-10,1,0
78056,,0.0,2,1,0
79000,Dotcom,0.0,-588,1,0
79000,damaged,0.0,-1500,1,0
35609A,,0.0,-95,2,0
35610A,thrown away,0.0,-1277,1,0
35610B,thrown away,0.0,-541,1,0
35811A,,0.0,-26,2,0
35813A,,0.0,-12,1,0
35815B,,0.0,-10,1,0
35815P,,0.0,-23,3,0
22451,,0.0,-104,7,0
22452,,0.0,-63,1,0
22453,,0.0,-12,1,0
22454,,0.0,-20,1,0
22456,,0.0,132,2,0
22457,,0.0,-13,1,0
21054,,0.0,-29,2,0
21057,,0.0,-8,1,0
35631A,,0.0,-119,1,0
35817B,,0.0,-1,1,0
35817P,thrown away,0.0,-44,1,0
35818B,adjustment,0.0,-22,1,0
35818B,,0.0,-53,1,0
35818C,,0.0,-1,1,0
35819B,check,0.0,18,1,0
35819B,,0.0,77,2,0
35819P,,0.0,108,1,0
35810A,check,0.0,-78,1,0
35810B,,0.0,8,2,0
35822B,,0.0,21,1,0
35822P,,0.0,-3,1,0
35823P,,0.0,-12,1,0
35824B,,0.0,-8,1,0
35824C,damaged,0.0,-58,1,0
22443,,0.0,-7,1,0
22444,,0.0,533,4,0
22445,,0.0,-62,1,0
72816,,0.0,-37,2,0
72817,check,0.0,-67,1,0
23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,0.0,200,1,0
22968,water damage,0.0,-50,1,0
22968,,0.0,28,2,0
20839,damages,0.0,-80,1,0
22988,,0.0,-147,4,0
72817,dotcomstock,0.0,4,1,0
72817,,0.0,39,2,0
72818,check,0.0,-26,1,0
72818,,0.0,-50,3,0
22449,can't find,0.0,-125,1,0
22458,Missing,0.0,-65,1,0
22459,?lost,0.0,-232,1,0
35816B,damaged,0.0,-17,1,0
35833G,,0.0,28,1,0
35833P,check,0.0,-24,1,0
35833P,,0.0,25,1,0
35838A,,0.0,77,2,0
35838B,missing,0.0,-137,1,0
35838B,,0.0,67,1,0
35908C,,0.0,-59,1,0
35911A,,0.0,20,1,0
35821B,gone,0.0,-21,1,0
35821P,,0.0,2,1,0
35915C,damaged,0.0,-43,1,0
35915C,,0.0,30,1,0
35916A,,0.0,-21,1,0
21069,,0.0,6,1,0
21071,check,0.0,-82,1,0
21071,,0.0,1,1,0
21076,,0.0,-92,1,0
21077,,0.0,105,2,0
21078,,0.0,-300,2,0
22433,my error - connor,0.0,-4200,1,0
22435,?missing,0.0,-434,1,0
22450,,0.0,-90,1,0
35824P,damages,0.0,-26,1,0
35833G,damages,0.0,-43,1,0
35916B,,0.0,-21,1,0
35916C,,0.0,-32,1,0
35918B,,0.0,-25,3,0
35975A,,0.0,-23,1,0
35975B,,0.0,6,1,0
35976B,,0.0,-85,2,0
35977B,,0.0,7,1,0
35980A,,0.0,9,1,0
35980B,,0.0,-17,1,0
35980C,checked,0.0,170,1,0
35980C,,0.0,229,3,0
35911B,,0.0,-9,1,0
35915A,,0.0,-13,1,0
DCGS0058,,0.0,1,1,0
DCGS0059,,0.0,-8,1,0
DCGS0060,,0.0,-3,1,0
DCGS0062,,0.0,-1,1,0
DCGS0066N,,0.0,2,2,0
DCGS0066P,,0.0,-3,1,0
DCGS0067,ebay,0.0,-11,1,0
DCGS0068,ebay,0.0,-10,1,0
72789,,0.0,54,4,0
72793,,0.0,-15,2,0
75172,,0.0,-35,1,0
77079,,0.0,47,3,0
77081,missing,0.0,-233,1,0
20848,,0.0,-8,1,0
23005,printing smudges/thrown away,0.0,-19200,2,0
72805,,0.0,-3,2,0
72806,,0.0,-9,1,0
72809,,0.0,-2,1,0
72814,,0.0,-70,4,0
72815,,0.0,-37,2,0
DCGS0069,ebay,0.0,-5,1,0
37379A,,0.0,-115,2,0
37379B,,0.0,-67,2,0
37444A,,0.0,-24,4,0
37444B,,0.0,7,4,0
37444C,,0.0,-8,4,0
37445A,,0.0,-1,1,0
37445C,,0.0,-16,1,0
37445D,,0.0,-10,1,0
37452A,,0.0,-25,1,0
37452B,,0.0,-15,1,0
37462B,,0.0,16,2,0
37462E,,0.0,115,1,0
DCGS0057,,0.0,-6,1,0
37477C,,0.0,-11,2,0
37477D,,0.0,-18,2,0
37479B,sold as set by dotcom,0.0,-30,1,0
37479B,tk maxx mix up with pink,0.0,180,1,0
21086,,0.0,-237,2,0
21087,,0.0,-13,2,0
21089,damaged,0.0,-7,1,0
22426,check,0.0,-15,1,0
22427,damages,0.0,-29,1,0
22427,,0.0,-12,1,0
22429,,0.0,-3,4,0
22432,,0.0,4200,1,0
35981C,,0.0,114,2,0
37365Y,,0.0,-148,1,0
37479P,??,0.0,-184,1,0
37479P,damages,0.0,-450,1,0
37479P,sold as set on dotcom,0.0,-30,1,0
37482B,,0.0,-130,1,0
37482P,Damaged,0.0,-93,1,0
37487B,Damaged,0.0,-6,1,0
37487B,,0.0,-9,1,0
37488A,damaged,0.0,-1,1,0
72759,,0.0,524,1,0
23028,,0.0,-49,1,0
23029,damages,0.0,-20,1,0
23003,Printing smudges/thrown away,0.0,-9058,1,0
20833,,0.0,-11,1,0
23035,check,0.0,-64,1,0
23020,smashed,0.0,-4,1,0
72768,,0.0,-6,1,0
72772,,0.0,-67,1,0
72777,,0.0,14,1,0
72778,,0.0,1,1,0
72780,,0.0,-20,1,0
72781,,0.0,-55,2,0
37488A,,0.0,10,1,0
37477B,,0.0,-11,1,0
37489B,,0.0,-14,1,0
37489C,,0.0,-11,1,0
37489D,,0.0,-12,1,0
37490C,,0.0,-5,1,0
37490D,,0.0,-40,1,0
37491A,,0.0,11,1,0
37491B,,0.0,-7,1,0
37491C,,0.0,19,1,0
37491D,,0.0,-4,1,0
37479B,,0.0,296,3,0
37492D,,0.0,-27,1,0
37493B,,0.0,-37,1,0
37493C,,0.0,-36,1,0
37493D,,0.0,-44,1,0
37494A,,0.0,-14,1,0
40018E,,0.0,12,3,0
40018F,,0.0,-52,2,0
40046A,,0.0,20,1,0
40046C,,0.0,6,2,0
37489A,,0.0,2,1,0
44091C,,0.0,66,3,0
22423,"broken, uneven bottom",0.0,-35,1,0
22423,damaged,0.0,-133,3,0
22423,damages,0.0,-40,2,0
22423,faulty,0.0,-13,1,0
22423,smashed,0.0,-63,2,0
22423,wonky bottom/broken,0.0,-35,1,0
22423,,0.0,-30,1,0
21081,,0.0,-5,1,0
21082,found,0.0,3,1,0
21082,,0.0,-56,2,0
21083,,0.0,-7,1,0
21085,,0.0,-19,2,0
37492A,,0.0,-38,1,0
37492C,,0.0,24,2,0
44217M,MULTICOLOUR FEATHERS CURTAIN,0.0,0,5,1
44217M,,0.0,1,1,0
44241C,,0.0,-16,2,0
44242C,,0.0,160,1,0
44266F,,0.0,-2,1,0
45007B,,0.0,-43,1,0
45008C,"dirty, torn, thrown away.",0.0,-15,1,0
45008C,,0.0,-38,1,0
45008L,,0.0,-5,1,0
46000M,Dotcom,0.0,-100,1,0
72708,,0.0,46,1,0
72709,,0.0,2,2,0
20840,damages,0.0,-30,1,0
20844,,0.0,-4,1,0
20845,,0.0,-5,2,0
72724,,0.0,45,1,0
72728,,0.0,341,2,0
72732,thrown away-can't sell,0.0,-2472,1,0
72732,,0.0,2472,1,0
72741,dotcom,0.0,-399,1,0
72748,,0.0,-1,1,0
72756,,0.0,-214,4,0
72759,thrown away-can't sell.,0.0,-524,1,0
22409,,0.0,-20,1,0
44091A,,0.0,19,3,0
22413,,0.0,-40,1,0
22415,,0.0,-31,1,0
46000M,Dotcom sales,0.0,-100,1,0
46000M,,0.0,-169,3,0
46000P,,0.0,5,3,0
17178,,0.0,-4,1,0
17181,,0.0,-36,2,0
18007,,0.0,-2834,1,0
18010,,0.0,-772,2,0
18033,,0.0,-2,1,0
20617,,0.0,-33,1,0
20618,,0.0,-40,1,0
46000R,dotcom sales,0.0,-28,1,0
46000R,entry error,0.0,-100,1,0
46000S,Dotcom,0.0,-300,1,0
46000S,Dotcom sales,0.0,-100,1,0
46000S,dotcom sales,0.0,-90,1,0
46000S,,0.0,-20,1,0
46000U,check,0.0,10,1,0
46000U,dotcom,0.0,-40,1,0
46000U,,0.0,-15,1,0
72129,,0.0,-17,1,0
23032,damages,0.0,-60,1,0
72232,wet cartons,0.0,-1400,1,0
72234,,0.0,-66,1,0
72267,,0.0,72,1,0
72483,,0.0,2,1,0
72484,,0.0,2,2,0
72487,,0.0,-321,2,0
72586,code mix up 72597,0.0,-500,1,0
46037A,,0.0,-5,1,0
22412,,0.0,-37,1,0
46126A,,0.0,-23,1,0
46137D,,0.0,-25,1,0
46775A,,0.0,1,1,0
46775B,,0.0,-17,1,0
46775D,,0.0,-9,3,0
21095,,0.0,195,3,0
21097,,0.0,-31,2,0
21098,damages?,0.0,-231,1,0
21098,had been put aside,0.0,108,1,0
21098,,0.0,-278,4,0
47013A,damaged,0.0,-2,1,0
47013C,,0.0,4,1,0
21102,,0.0,-127,1,0
21104,,0.0,-5,1,0
21109,wet,0.0,-48,1,0
21110,,0.0,-151,1,0
71477,short,0.0,-240,1,0
71477,,0.0,-45,8,0
23064,Crushed,0.0,-8,1,0
72715,,0.0,-32,2,0
72719,,0.0,-10,1,0
23055,rusty thrown away,0.0,-398,1,0
23056,rusty throw away,0.0,-210,1,0
23057,rusty throw away,0.0,-280,1,0
23059,Thrown away-rusty,0.0,-2376,1,0
72008,,0.0,2924,3,0
72127,found box,0.0,24,1,0
72127,,0.0,-53,1,0
21090,WET/MOULDY,0.0,-192,1,0
21091,,0.0,-12,1,0
46115B,,0.0,286,2,0
47284V,,0.0,-11,1,0
47285B,,0.0,-10,1,0
47340A,,0.0,-1,1,0
47340B,,0.0,4,1,0
47341A,,0.0,-7,2,0
47343A,,0.0,-16,1,0
47344B,,0.0,-16,1,0
47347A,,0.0,2,1,0
22359,temp,0.0,100,1,0
22360,"GLASS JAR, ENGLISH CONFECTIONERY",0.0,0,2,1
22360,temp,0.0,100,1,0
22390,,0.0,15,1,0
46775E,,0.0,-13,2,0
22363,temp,0.0,100,1,0
22364,,0.0,100,1,0
21099,,0.0,-66,1,0
21100,Damaged,0.0,-6,1,0
21100,bad quality,0.0,-76,1,0
21100,counted,0.0,-160,1,0
47347B,,0.0,-122,1,0
47503A,check,0.0,121,2,0
47503A,,0.0,2646,2,0
47503E,,0.0,-35,2,0
47503F,,0.0,2572,3,0
47503G,,0.0,-267,1,0
47503H,check,0.0,-24,1,0
21092,phil said so,0.0,-20,1,0
47021G,,0.0,236,2,0
47503K,,0.0,-248,2,0
47504E,,0.0,-316,2,0
47504F,,0.0,-2916,1,0
47504G,,0.0,-3116,3,0
47504J,,0.0,-79,2,0
21113,,0.0,-15,1,0
21116,,0.0,-33,1,0
21118,,0.0,-22,1,0
21119,,0.0,-1,1,0
22361,temp,0.0,100,1,0
22362,,0.0,100,1,0
22355,test,0.0,1,1,0
47504K,,0.0,-224,3,0
47552A,,0.0,-1,1,0
47556B,did  a credit  and did not tick ret,0.0,1300,1,0
47556B,,0.0,-81,2,0
47559B,,0.0,-84,1,0
47563B,,0.0,-10,1,0
47566B,correct previous adjustment,0.0,144,1,0
20692,,0.0,1,1,0
23071,damages,0.0,-65,1,0
23072,damages,0.0,-50,1,0
20826,,0.0,-169,2,0
20827,damages,0.0,-68,1,0
20693,,0.0,-29,2,0
20694,?,0.0,-110,1,0
71279,damages,0.0,-74,1,0
71279,,0.0,20,1,0
71431,,0.0,-60,1,0
71459,dotcom,0.0,-285,1,0
71477,"Wet, rusty-thrown away",0.0,-312,1,0
47566B,incorrectly credited C550456 see 47,0.0,0,2,0
47566B,missing,0.0,-480,1,0
47503H,found,0.0,66,1,0
47503H,,0.0,38,2,0
47566B,,0.0,-140,3,0
47567B,missing,0.0,-198,1,0
47567B,,0.0,150,1,0
47570B,,0.0,-69,2,0
47574A,check,0.0,-61,1,0
47574B,,0.0,-13,1,0
47581A,,0.0,-16,1,0
22347,,0.0,-22,3,0
21120,,0.0,-6,1,0
22353,,0.0,32,2,0
22351,Given away,0.0,-1400,1,0
47581B,,0.0,-6,2,0
47583A,,0.0,-5,1,0
47583B,,0.0,-12,1,0
47587A,12'S SOLD AS 1?,0.0,-1060,1,0
47587A,,0.0,1040,3,0
47590B,check,0.0,-57,1,0
47590B,,0.0,-42,1,0
22339,check,0.0,-60,1,0
48197,,0.0,-7,1,0
51008,wet,0.0,-200,1,0
51008,,0.0,79,5,0
71038,check,0.0,-16,1,0
23065,,0.0,-13,1,0
23066,,0.0,-13,1,0
71143,,0.0,-45,2,0
71265,,0.0,-12,1,0
20686,,0.0,-95,1,0
20688,,0.0,-94,2,0
20689,,0.0,34,2,0
20690,,0.0,-3,1,0
20691,,0.0,20,1,0
20692,?,0.0,-64,1,0
47566B,reverse previous adjustment,0.0,-1300,1,0
47566B,stock credited from royal yacht inc,0.0,-144,1,0
47591B,?,0.0,-207,1,0
47591B,,0.0,2,2,0
47591C,missing,0.0,-300,1,0
47591C,,0.0,46,4,0
47591D,,0.0,-201,1,0
21127,,0.0,-28,1,0
21130,damaged,0.0,-17,1,0
22330,,0.0,123,2,0
22336,damaged,0.0,-71,1,0
22336,,0.0,-114,1,0
22348,,0.0,-18,3,0
22328,,0.0,-43,1,0
21121,,0.0,192,1,0
47592A,,0.0,-28,1,0
47592B,,0.0,7,2,0
47593A,found,0.0,13,1,0
47593A,,0.0,2,1,0
47595B,,0.0,-9,1,0
21134,,0.0,-579,4,0
21135,sold as set on dotcom,0.0,-304,1,0
21135,wet rusty,0.0,-1152,2,0
47591A,,0.0,-6,1,0
47599A,,0.0,-104,2,0
48173A,,0.0,-2,1,0
48173C,MIA,0.0,-9,1,0
48173C,damaged,0.0,13,1,0
48173C,,0.0,-54,1,0
49031B,CHROME EURO HOOK 20cm,0.0,400,1,0
51012C,,0.0,11,2,0
51012L,,0.0,-45,1,0
51020A,adjustment,0.0,41,1,0
51020B,adjust,0.0,-53,1,0
51020B,,0.0,120,1,0
22323,,0.0,-19,2,0
22326,,0.0,-2,2,0
62094B,,0.0,-92,1,0
62095B,,0.0,-30,2,0
62096A,,0.0,-88,1,0
22301,,0.0,-200,1,0
22302,,0.0,-273,5,0
22303,,0.0,-227,2,0
22304,,0.0,-200,1,0
22305,,0.0,-200,1,0
22306,,0.0,-200,1,0
22307,,0.0,-200,1,0
21133,checked,0.0,26,1,0
21133,invcd as 84879?,0.0,-720,1,0
21133,,0.0,266,2,0
21136,sold as set on dotcom,0.0,-272,1,0
21137,,0.0,-25,1,0
62097A,,0.0,3,2,0
62097B,,0.0,-14,2,0
70037L,,0.0,-3,1,0
71028A,,0.0,1,1,0
71028B,,0.0,-109,1,0
71101A,,0.0,-43,1,0
71263G,,0.0,39,1,0
71406B,,0.0,-81,1,0
71409B,,0.0,4,1,0
71434B,,0.0,-13,2,0
62043B,,0.0,6,2,0
72023F,,0.0,-82,2,0
72024HC,,0.0,-3669,1,0
72024U,,0.0,2,2,0
72038B,damaged,0.0,-244,1,0
72038P,damages,0.0,-990,1,0
72045A,,0.0,-1,1,0
22290,,0.0,-24,2,0
22295,,0.0,-12,2,0
20827,,0.0,-45,1,0
20830,damages,0.0,-161,1,0
20832,check,0.0,110,1,0
20832,,0.0,-150,1,0
20825,damages,0.0,-90,1,0
20825,,0.0,-10,2,0
23084,for online retail orders,0.0,1,1,0
23084,temp adjustment,0.0,-484,1,0
23084,website fixed,0.0,110,1,0
23084,,0.0,332,10,0
48188,,0.0,1,1,0
84626,,0.0,-3,1,0
84627,,0.0,28,2,0
84629,,0.0,18,2,0
84681,,0.0,-36,1,0
22857,sold as set on dotcom,0.0,-48,1,0
22862,,0.0,-33,1,0
22863,,0.0,-7,1,0
22864,Found,0.0,384,1,0
84641,damages,0.0,-51,1,0
84642,,0.0,-2,1,0
84396,,0.0,-161,2,0
84422,Dagamed,0.0,-30,1,0
84447,,0.0,-49,2,0
22908,,0.0,0,2,0
22909,,0.0,0,2,0
22910,,0.0,14,4,0
48189,adjustment,0.0,2,1,0
48189,damaged,0.0,-18,1,0
48195,,0.0,7,2,0
22296,,0.0,-20,1,0
22300,,0.0,-200,1,0
62096B,,0.0,-13,3,0
72084B,,0.0,-71,1,0
17021,,0.0,-1000,1,0
17033,Sold as 17003?,0.0,-160,1,0
17033,sold as 17003?,0.0,-2200,1,0
17033,,0.0,12,1,0
17038,,0.0,-1400,1,0
17039,,0.0,-1227,1,0
17061,,0.0,-1198,1,0
17096,,0.0,-48,2,0
17120,,0.0,-1,1,0
17160,,0.0,-34,1,0
72140F,throw away,0.0,-5368,1,0
